PLAYER_ID,DISPLAY_FIRST_LAST,TEAM_ID,TEAM_ABBREVIATION,HEADSHOT_URL
1630173,Precious Achiuwa,1610612752,NYK,https://cdn.nba.com/headshots/nba/latest/1040x760/1630173.png
1628389,Bam Adebayo,1610612748,MIA,https://cdn.nba.com/headshots/nba/latest/1040x760/1628389.png
1630534,Ochai Agbaji,1610612761,TOR,https://cdn.nba.com/headshots/nba/latest/1040x760/1630534.png
1630583,Santi Aldama,1610612763,MEM,https://cdn.nba.com/headshots/nba/latest/1040x760/1630583.png
1629638,Nickeil Alexander-Walker,1610612750,MIN,https://cdn.nba.com/headshots/nba/latest/1040x760/1629638.png
1628960,Grayson Allen,1610612756,PHX,https://cdn.nba.com/headshots/nba/latest/1040x760/1628960.png
1628386,Jarrett Allen,1610612739,CLE,https://cdn.nba.com/headshots/nba/latest/1040x760/1628386.png
1641851,Timmy Allen,0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641851.png
1630631,Jose Alvarado,1610612740,NOP,https://cdn.nba.com/headshots/nba/latest/1040x760/1630631.png
203937,Kyle Anderson,1610612750,MIN,https://cdn.nba.com/headshots/nba/latest/1040x760/203937.png
203507,Giannis Antetokounmpo,1610612749,MIL,https://cdn.nba.com/headshots/nba/latest/1040x760/203507.png
203648,Thanasis Antetokounmpo,1610612749,MIL,https://cdn.nba.com/headshots/nba/latest/1040x760/203648.png
1630175,Cole Anthony,1610612753,ORL,https://cdn.nba.com/headshots/nba/latest/1040x760/1630175.png
1628384,OG Anunoby,1610612752,NYK,https://cdn.nba.com/headshots/nba/latest/1040x760/1628384.png
1627853,Ryan Arcidiacono,0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1627853.png
1630166,Deni Avdija,1610612764,WAS,https://cdn.nba.com/headshots/nba/latest/1040x760/1630166.png
1629028,Deandre Ayton,1610612757,POR,https://cdn.nba.com/headshots/nba/latest/1040x760/1629028.png
1628962,Udoka Azubuike,1610612756,PHX,https://cdn.nba.com/headshots/nba/latest/1040x760/1628962.png
1630641,Ibou Badji,1610612757,POR,https://cdn.nba.com/headshots/nba/latest/1040x760/1630641.png
1628963,Marvin Bagley III,1610612764,WAS,https://cdn.nba.com/headshots/nba/latest/1040x760/1628963.png
1641735,Amari Bailey,1610612766,CHA,https://cdn.nba.com/headshots/nba/latest/1040x760/1641735.png
1631116,Patrick Baldwin Jr.,1610612764,WAS,https://cdn.nba.com/headshots/nba/latest/1040x760/1631116.png
1630163,LaMelo Ball,1610612766,CHA,https://cdn.nba.com/headshots/nba/latest/1040x760/1630163.png
1628964,Mo Bamba,1610612755,PHI,https://cdn.nba.com/headshots/nba/latest/1040x760/1628964.png
1631094,Paolo Banchero,1610612753,ORL,https://cdn.nba.com/headshots/nba/latest/1040x760/1631094.png
